text,sentiment
"@LayahHeilpern @elonmusk I’m about to trade an almost new Kia EV6 GT in for a Tesla Model X Performance. So, yeah. Any guy that has stones the size of this guy, for the right things (free speech and exposing lies) has my support. Hoping to wrap it up by Thursday!",Hinting admiration → trust
@elonmusk @charliekirk11 I hope that you gave the stink  a sink.,mockery
"thank you @elonmusk for re-establishing a filterless @Twitter into the mediascape 

#FreeSpeech is so refreshing",trust
https://t.co/Q4lwE82Nq5 Unhinged NBC Reporter: Elon Musk Exposing Twitter Censorship Scandal is Actually ‘Suppressing Free Speech’ https://t.co/fsOSaayyb2,trust
"Elon Musk's Neuralink faces federal probe, employee backlash over animal tests https://t.co/083TI2Ub3Z via @IndianExpress",fear
"@Tesla @elonmusk Hay just so you know when we get the battery or power storage thing fixed I'm going to be in the front of the line to get a big rig .

 No more shifting real power high frequency A/C👍",admiration
@elonmusk @SenatorSinema I agree. Bukele is doing a god job eliminating organized crimes. I wonder why are there people more concerned about the criminals walefare,trust
"@elonmusk @mtaibbi Bravo! ❤️👏👏❤️
Those in power that have used such to suppress our rights and freedom of speech should be firmly dispatched. 
Only then can we open this forum to honest feelings, great discussions and the pursuit of truth.",trust
@Victorshi2020 @elonmusk She’s the Queen of Doxxing…let that sink in!  She a cry baby!! Grow up Taylor!!!,mockery
@KeithOlbermann @elonmusk You are absolutely insane.,mockery
@elonmusk Is there a transcript I can read? I joined towards the end and missed the juice,irrelevant
Elon Musk Converts Several Rooms At Twitter Into Bedrooms For Employees https://t.co/iqMy0uKz0h https://t.co/4vC551dVVA,irrelevant
"@Kristennetten @elonmusk The (equal-weight) score factors were
✔Investment opportunty
✔Likely profitable
✔Savings opportunity
✔Personal development
✔Can start now
✔Benefit from starting early
✔Necessity
✔Uniqueness
✔Motivated
✔Fun factor https://t.co/p8XF4efway",irrelevant
Kangana Ranaut Heaps Praises On New Twitter Chief Elon Musk For Standing Alone Against ‘Ruling Government’ But Getting No Support From ‘Wokes’ https://t.co/C0VMgmaQd9,admiration
@elonmusk I want your money.,mockery
Elon Musk drops another bombshell in 'Twitter Files': https://t.co/qlqEGPp7vo,trust
@elonmusk Did the bots choose me? https://t.co/lYg81E3keC,irrelevant
@shookcodes @elonmusk It’s probably because he can’t find a woman to put up with him long enough to be invited to speak.,mockery
.@elonmusk why are you (or is someone at twitter) banning people for this information? https://t.co/4tMAwOAqIj,fear
"@elonmusk @sama I know it doesn’t give costs, but here’s an example of what someone did with it. https://t.co/mj7ROgiSTC",irrelevant
@littlemykonos @elonmusk What a shame they won't be able to Brainwash the gullible,mockery
"@elonmusk if Twitter is a better platform, let it be.  Bullying people into not talking about other platforms is NOT the way.",mockery
"@KeithOlbermann @elonmusk Keith, you’ve been a bag of BS since you were a sports guy. Hard to imagine your opinion matters to anyone with common sense and a reasonable BS  meter. #MerryChristmas",mockery
I'm grateful that @elonmusk opened the gates. But now I don't know what to do with myself 🥺,trust
"@anonymouzch 130
TRUMPLON ON #BSC
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
✅LP LOCKED
✅#BUSD  rewards
✅Experienced team
✅Low starting LP
✅ NO PRESALE NO PRIVATE NO TEAM TOKENS 
✅50% burned 

#trumplon $trumplon #trump #ELONMUSK 

https://t.co/79IENbrUdL

https://t.co/ZCxFtseAgZ https://t.co/AcsAGyrMdm",irrelevant
@elonmusk @Gfilche Are you God now?,mockery
"@Wikipedia ⬇️ @elonmusk ⬇️ absolute proof the Wikipedia is political and inaccurate and rotten to the core .
#fakenews https://t.co/M7JhHLmgcs",mockery
"@elonmusk Where are my keys trustwallet , I lost all crypto",irrelevant
"""Electric Car News: This Tesla Supercar Is The Future Of Electric Cars We Want Elon Musk To Build #News"": https://t.co/97Nk1SosKo",irrelevant
"@elonmusk ban @yoyoel the pedo groomer. That is all, thanks.",fear
@elonmusk I knew Elvis never left!,mockery
@TomJumboGrumbo @elonmusk You still smoking Biden’s free crack pipes there Keith olberman???,mockery
@DavidSacks Please urge @elonmusk 2 return to sanity &amp; cut down on impulsive &amp; anxious behavior. Banks r reeling with twitter debt and can’t find a taker in the marketplace. It’s for great of twitter to appoint like minded moderator and Elon to return to $tsla and SpaceX -&amp; not b Howard huge,fear
"@SunlightShine55 @elonmusk He’s wearing a mask so he won’t be recognized, dipshit",mockery
where the ffff is @TwitterBlue @elonmusk ??????????????,mockery
"@DineshDSouza Oh, you mean the same Elon Musk who commanded his groupies to vote for Republicant’s??? You don’t say!!!! 🤷🏽‍♂️😂🤡",mockery
@tomgreenlive I love Elon Musk for buying Twitter. He shook it up.,admiration
"@lucky13terra @elonmusk *whistles*
so uhh? cheese? WHOO great thing!",irrelevant
"@Spiro_Ghost @elonmusk Not allowed to say the word idi0t, as I have been warned twice in 5 minutes,....",mockery
@martinvars @elonmusk But you love the war in Ukraine....,mockery
@elonmusk Biggest load of capitalist bs propaganda I've ever read in my life.,mockery
@elonmusk @Teslaconomics TURN THE BIRD RED. BLOW THEIR MINDS 🤣🤣👍,mockery
"Mehdi’s got some questions for Elon Musk @mehdirhasan 
https://t.co/Yn6ZW2Uq1U",irrelevant
"@ianbremmer Ian talking shit but will block you if you question his shit. @elonmusk was correct, not very trustworthy source of information.",trust
@hrkbenowen @elonmusk Entirely up to Elon. It is the opportunity for Elon to introduce his peace plan without getting told to fuck off.,trust
"Twitter was making some update from the administrator's End... Maybe to purge bots and so, users were unable to access their  profile for a Few minutes!!!
Right @elonmusk?
-SF",irrelevant
"@elonmusk @EndWokeness The left wants a new servant class and a source of votes. The porous border is also letting is enemies, trafficking, sex slavery, and drugs. Our enemies are smirking. The taxpayers are being drained.",fear
@elonmusk please bring back Dr Naomi Wolf. ASAP. Thanks! https://t.co/zpELixOQsD,trust
@elonmusk Never ever keep them blocked They are extremist left and could be dangerous,fear
@elonmusk Did someone say free ads?,mockery
One has to wonder @duty2warn what the price point is before stockholders get upset. @elonmusk is losing wealth with every Tweet and change he makes. Twitter has already lost 80% of it's value. He built a gigafactory in China just as western companies were bugging out. Genius? Not https://t.co/c9zpKlS7rs,mockery
@elonmusk Isnt that account you describe eventually flagged as a bot?,irrelevant
"@elonmusk any means necessary. Any means necessary.

We aren't family. They are not my family.

We can't get the votes for Kevin A1 is a minority. REPS are a minority, deal with it. We aren't the same party. Fracture happened tonight. Print and publish my agenda. I did too the whole thing",mockery
https://t.co/OOakUJDtPl Are all the Leftists going to burn their Apple products now? Tell me again about how Twitter is dying? Congratulations @elonmusk,trust
"@elonmusk @ZacksJerryRig i don't expect am answer but it would be interesting to to know if what you know now, would you have still supported Biden, Hilary and Obama ?",mockery
@elonmusk @larryelder I just died. #truestory,admiration
@elonmusk Yes Republican terrorists trying to do away with our Constitution and Democracy,fear
"@alexbruesewitz @elonmusk It's funny you think Americans are paying attention to the Hunter ""story.""

Some of y'all really need to get out of your bubble.",mockery
@muskQu0tes @elonmusk Did you tell Trump this when he was in office?,mockery
@elonmusk What happened to the edit button on twitter,irrelevant
"@TwitterBusiness @elonmusk The above is the main File, all else springs from it (the web is grand), all being done for a better world, using  machiavellian tactics well planned in advance during group meetings on Signal (or else). Nothing wrong with that (normal politics).
5/10",fear
"@elonmusk 
TRUMP and MAGA will remain a Clear &amp; Present Danger to the United States until TRUMP is indicted, arrested, prosecuted, convicted and sentenced to a prison term.  #FullStop",fear
Seems like I’m getting more MAGA posts in my timeline now than posts from people I actually follow. Why? @elonmusk,fear
@elonmusk It’s his little sandbox right now and it satisfies his god complex but being the puppet master for the far right.,mockery
"@Eljaboom It is not scary, it is business and as such it is brainless to promote the competitors.
Don’t worry @elonmusk knows what he is doing.",trust
"BREAKING: In his most dangerous Tweet yet, MAGA Twitter CEO Elon Musk calls for the Justice Department to “prosecute” Dr. Fauci for pushing for responsible COVID policies that saved millions of lives. RT TO EXPOSE MUSK AND FOLLOW US ON @TribelSocial BEFORE MUSK DESTROYS TWITTER!",fear
@maridelosreyes_ @elonmusk You look great😉,irrelevant
@martinvars @elonmusk I think he bought them all,irrelevant
"@elonmusk Mutes and blocks linked to downgrading your tweets. Where have I heard this before? Oh yeah, sounds like china's social credit score. No thanks. https://t.co/9jfR71QVZm",mockery
"@elonmusk So you're not going to allow sharing of public flight location data? Can I send my wife over Twitter my flight's status? You are a paranoid idiot right now sir, please just go back to making rockets better.",mockery
@riggedgov @elonmusk Yup them darn #ConspiracyTheories 😂.,mockery
"@kayleighmcenany @elonmusk I didn't realize you being suspended the whole thing🤣🤣🤣 you'll be in history forever. I didn't believe Twitter was actually suspending accounts for a retweet so I retweeted the story myself. My account was suspended. I objected &amp; demanded explanation &amp; they claimed a ""glitch""",fear
"@sethweathers @elonmusk Isn't ""Let's go Brandon!"" a euphemism for ""Fuck you Biden!"" Pretty sure it is inflammatory content. Read the terms of service before selling your shitty products.",mockery
"@elonmusk 
We don’t have the capacity in terms of resources and technology to produce this phone and give one out to you as a Christmas gift but you can!
#Teslapiphone https://t.co/Ei5qdCnBV3",irrelevant
@elonmusk Actually you should suspend all the accounts that voted yes 🤣,mockery
@Anon2032 @elonmusk Nvm it’s not,irrelevant
@elonmusk @WallStreetSilv Likes are always way bigger a number that's fishy alone right there the Rt and likes for poll were so close. Nobody RTs more than liking,mockery
@ProudElephantUS Didn’t even have twitter before Elon Musk,irrelevant
@elonmusk There you go https://t.co/xxdLYmb5sM,irrelevant
"The Guardian: Elon Musk breaks silence after 10 million Twitter users vote for him to step down.
https://t.co/1YvMlrQHix

via @GoogleNews",irrelevant
"@elonmusk @charliekirk11 Elon, now can you expose the truth about the US setting foot on the moon.",mockery
"@elonmusk @thevivafrei “a major fight broke out in the audience, which is why 90% of audience was cheering!”",mockery
"@elonmusk Not sure I understand why with your money you aren't employing the worlds best ex- SAS types, to help you out with security? Taking photos won't help.",fear
@MarinaMedvin @elonmusk I just love the smell of leftist neurons frying in the morning. Smells like...victory!,mockery
@elonmusk Hand in the cookie jar!,mockery
@TooGooden17 @elonmusk Was there ever any doubt?,trust
"What? Ye's no longer on Twitter? What happened to @elonmusk's ""free speech"" Twitter. I guess even for Musk, free speech only goes so far. Or was that just PR blathering?",mockery
I see @elonmusk has now changed the decision after the twitter referendum on his future. How I wish he'd been in charge of Brexit.,mockery
"@LayahHeilpern @elonmusk Antics? If pushing for freedom of expression qualifies as antics, sign me up for some antics too.",trust
What is Elon Musk Doing in My Dream? https://t.co/pa9zPeCc1X,irrelevant
@elonmusk @WholeMarsBlog I nominate Lex Luther as the next CEO of Twitter. Keep the tradition of stupid and evil alive!,mockery
"@Redrunner36 @DonaldJTrumpJr STEALTH LAUNCHED TRUMPLON ON #BSC
✅LP LOCKED
✅#BUSD      rewards
✅Experienced team
✅Low starting LP
✅ NO PRESALE NO PRIVATE NO TEAM TOKENS 
✅50% burned 
#trumplon $trumplon #trump #ELONMUSK 
https://t.co/C8C9vvOBkI
https://t.co/yWfhebtaPr… # 5876 https://t.co/f16uvL8N5G",irrelevant
@elonmusk Elon Stans be like https://t.co/FPLgFt82o7,mockery
@elonmusk Are you intending to reinstate all the suspended accounts first?,irrelevant
@DavidSacks @elonmusk *****ass kissing sound*****,mockery
Elon Musk Is Now The World's Second Richest Man. New No. 1 Is... - NDTV https://t.co/0qVnOFr84k,irrelevant
@elonmusk  did you get to hold the FIFA cup with @GKazantzi,irrelevant
@Teslaconomics @elonmusk Is he pissed that it is a Hyundai ? Have no fucking clue what’s going on here.,mockery
@0hi0Goombah @elonmusk Exactly! They might even get to like him. Meh. Not so much. I was doing some serious reaching right there.,mockery
@mikegalsworthy @elonmusk I just assumed I was seeing more of those clowns because I can’t resist the urge to call them clowns when I see their nonsense 🤷‍♂️😂,mockery
@CountDankulaTV @elonmusk This isn't a problem this is art and THERE WILL BE T-SHIRTS of this.,trust
"@elonmusk @BillyM2k For advertisers, we need some tools to not show ads to politically charged accounts (people who post nothing but politics), and if there's a way to stay off NPC accounts as well (people who insult, only retweet, berate, and call others ""insert woke insult"").",trust
I am surprised that Meneer @elonmusk did not set up proper bunkbeds for his labourers in the #TwitterHQ #sweatshop.,mockery
"@NaveenJaihind Dear Gentlemen, Maintain some decency in your words, this is civilized place yet.
 @elonmusk please take a note of this type of comments.",fear
"@TomFitton @elonmusk that statement is so vague and meaningless, it proves you have no idea what journalism means",mockery
"@KeithOlbermann @elonmusk It’s time for house hearings into corruption in the Biden administration, as well as media influences on the elections.
You can be a key witness.",trust
"@Valkyrae @elonmusk Imagine elon goes "" oh yeah about that how much for you to advertise our cars""",mockery
What if Elon Musk wants to start a family? What will happen to Goldman Sachs if he just gets pregnant and moves off to a Sephora?,mockery
"Hey folks, if elon musty ass buys Twitter &amp; discards/treats it as if it's the after affects of a weekend binge on tequila &amp; Taco Bell that's fine, we'll survive. At least he didn't buy the internet from Al Gore. 😁😄 https://t.co/s0pqiXn0Gh",mockery
@ThisIsKyleR @elonmusk You know there was,irrelevant
@Jim_Jordan @elonmusk Like your old ass knows anything about twitter,mockery
@elonmusk So many totally unverified claims countered by facts.,trust
@MrAndyNgo @elonmusk They want to leave the US. I say give them their wish. Qatar is always looking for more sla...I mean...labor.,mockery
".rather a value, principled driven petson. Not difficult to understand. @elonmusk He shoots straight..  In his home country we have a saying.. The lie has speed but the truth catches up. That describes him better. https://t.co/vpBvLxipTQ",trust
"@domenicadelia22 That's where you're wrong, Domenica. Kari Lake is actually doing something. Couple that with Elon Musk saying Twitter was in direct contact with Hobbs censoring content. Don't give up!",trust
"Now if @elonmusk made a part of twitter that was more like facebook, meta stocks would drop alot. I am afraid to post much on FB bc if i do much i could lose my business page bc i posted something that facebook doesnt like.",fear
@datesydneynyc @elonmusk Wow. I'm so over this rollercoaster. I guess I'm just going to have to invest in better Ad space and pray because wtf 😒,mockery
EM @elonmusk Reports emerge Elon Musk is looking for a new Twitter CEO as former employees launch legal action - ABC News https://t.co/KFGR8Y6BXX #ElonMusk #Tesla #SpaceX,fear
@elonmusk It’s does. But you have to clean out all the lies to allow that to happen. That’s the mistake you keep making. You think everyone here is telling the truth or can even recognize the truth. That’s why Twitter is a shithole,trust
"Twitter keeps banning leftists, @IGD_news was banned by ""free speech absolutist"" Elon Musk. Always diversify your social media presence.",fear
@LonnieIsGoated @elonmusk This is a bot.,irrelevant
@elonmusk Brilliant. This could go on for weeks.,trust
@elonmusk @EndWokeness COMMUNIST COWARDS CAN'T GET WHAT THEY WANT WITHOUT SUPRESSING THE TRUTH.,mockery
@CountDankulaTV @elonmusk You should have called a doctor after first four hours.,mockery
@neiltyson @elonmusk Space isn’t more important than Earth.,trust
"$DOGE Supporter Elon Musk Lost His Richest Men Tag
https://t.co/NapcFXpJ45",irrelevant
@RealJamesWoods @elonmusk Missing your honest thoughts and feelings 👍👍🇺🇸,trust
"@elizableu @elonmusk Wtf. Gee, i wonder why cp and shit wasn't a priority",mockery
@caslernoel @elonmusk You love him enough to continue writing on his social media company,mockery
@elonmusk When is this numb nut going to step down? Hypocrite. Continue leading your team by hitting them over the head. I wish I had money to make HR look the other way on how you treat people and break every HR law. At least I didn’t get a girl pregnant who has elf ears now.,mockery
"Elon, wen … ?

“The people have spoken.

Twitter CEO begins &lt;_______&gt;.

Vox Populi, Vox Dei.”

#Poll @elonmusk https://t.co/DDLKgUKdjm",irrelevant
@elonmusk @Teslaconomics Let freedom ring all of it at once loop the feeds for 1776 hrs,trust
"@Teslaconomics @elonmusk Coveting. Pure jealousy. It doesn’t matter what he does, or if he doesn’t do anything; It’s like shining a laser on the (bad) hearts in our world. To be frank, that’s why I fell in love with him.  (which is totally odd in itself)lol Thus, the more s*+t he gets, the more love. Imo",trust
@elonmusk Big guy on the scene? What a spectacle! 😍 😍 😍,trust
"@elonmusk No. Please don't. The/your phrase ""Interplanetary Species"" only accounts for our own; 'cause we can decide and we/you can make it happen.

Other earthly species have to stay on Earth orrr... their DNA we have to store awaiting times to unleash them on former unhibatible planets.",trust
our Favorite LPs of 2022 can be found on our IG or TT. And fck Elon Musk.,mockery
"@elonmusk @TheCriticalDri2 Let's all say #TrumpComeBack
#Bitcoin   
https://t.co/rRJUrw8H95
https://t.co/8TlcNv9WIu",mockery
@TimRunsHisMouth Elon musk is part of the Q operation...Trump is the king pin.FACT the USA has been under Military occupation since March 2020 after the biological attack..The military occupation was kick started by an Executive Order from Trump...17th letter is Q...😎🇺🇲 https://t.co/q0KLipko7w,fear
"Twitter dying slowly..? 
#Twitter #ElonMusk",irrelevant
@elonmusk @SenatorSinema Ur a fool,mockery
@elonmusk Bring back Vine please.,irrelevant
@KeithOlbermann @elonmusk It's time for you to stfu and smd k?,mockery
@jules_su @elonmusk Not happening no matter how much you'd want it to! Calma downa!,mockery
"@akafacehots @elonmusk Musk made up that story...

Democrats aren't violent...

Twitter was fine before Musk... 

Conservatives don't own free speech or support it, or tolerate it...",mockery
@elonmusk F***i*g woke losers! 🤮,mockery
@Mamako_Hitakami @elonmusk Whats surprising about this?,irrelevant
@elonmusk The Open AI Chatbot has some mixed feelings on your Twitter takeover. 😂 https://t.co/QNZ08aIJ9X,mockery
"@CaseysSthnBlue @elonmusk What the heck was he going to do with all this stuff? He famously doesn't read anything. Perhaps it was for kindling to burn down one of his properties for the inflated insurance payout? Or he might have gotten a bit behind with the shredding or recycling, like Nixon.",mockery
@elonmusk @levie You could go with the best way possibly and there would still be nay sayers . Follow your heart it would appear it has done you well so far .,trust
@JennaEllisEsq Learn the Truth and it Shall Set you Free. Thanks @elonmusk,trust
"@elonmusk @WholeMarsBlog Hello. I'm from the tribe of business men, here in Nigeria",irrelevant
@elonmusk But he was good at your mom.,mockery
"@elonmusk More “Gotcha” moments. If you think somebody did something wrong, bring charges. Do something about it.

Put them in prison, Wonder Boy!",mockery
@elonmusk Who are you to determine what is free and not?!,mockery
@elonmusk Is Electric Manual Racecars a doable design?,irrelevant
@elonmusk That’s usually what happens right before a crash,fear
"@elonmusk That’s clearly not true, but will you please give me $10 million? Just for kicks. I’ll buy you a beer.",mockery
@elonmusk Please start with the Democrats.  Let them turn Mars into the Communist utopia they desire.,mockery
"@coronel_lima1 TRUMPLON ON #BSC
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
✅LP LOCKED
✅#BUSD  rewards
✅Experienced team
✅Low starting LP
✅ NO PRESALE NO PRIVATE NO TEAM TOKENS 
✅50% burned 

#trumplon $trumplon #trump #ELONMUSK 

https://t.co/bOLEfnOjpM

https://t.co/tWMuLUYEu7 #263 https://t.co/bLsfvlVOCi",irrelevant
@ClaireFosterPHD @elonmusk If you believe this you are so brainwashed I could sell you a Golden Gate,mockery
@elonmusk @TrungTPhan Bing exists so Google doesn't get slammed by US anti-trust lawsuits.,trust
"@elonmusk oh I wish you left Twitter alone, will I get that?",fear
@elonmusk @StationCDRKelly The founder of the PCR test the Nobel prize winner said fauci knows nothing,mockery
"@SouthwestAir Due to the reinstatement of the person responsible for the attack on our government on January 6th, I’m blocking all advertisers that continue to give money to @elonmusk #BlockAdvertisers",fear
@elonmusk A clear case of the inmates running the asylum...,mockery
Most common thing that remind me to open twitter app is Elon Musk,trust
@TeslaOwls @elonmusk My wife is very annoyed by this too.,irrelevant
@elonmusk @farzyness There were people harmed when Warren lied about her being Native American. She lied and gained an advantage and was awarded money and admission to college ahead of other true Native Americans. She is a disgusting fraud.,fear
@elonmusk @jack Somebodies got to go to jail!,fear
@lexfridman @elonmusk I love how Elon's response gets more likes than the original post....,trust
@elonmusk Yes of course but you don't answer  to all,trust
@stooge_report @elonmusk This should be common sense that applies to everyone. Putting someones safety of them or their family is wrong no matter who it is.,trust
@theblaze @elonmusk Haha Elon that's how you take care of their ass. Those lazy unemployed fools.,mockery
@JackPosobiec Apparently @elonmusk needs to make a copy first and save it. Im not buying it.,mockery
@strudalsmom @elonmusk Doxxing = releasing publicly available information on a public figure apparently?,fear
@elonmusk @Twitter And when are your moderators going to lift suspensions on appealed accounts? They’re still refusing to reinstate them. Have you cancelled the amnesty?,fear
"@rovercrc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/zG1u56sSOk",irrelevant
@elonmusk This will be revolutionary!,trust
"Twitter Man. Tesla man. Iron man. Space man. 
What's your position on RSA? 
What will happen if our grid fails?
Could it be avoided? 
--------------------------------------
@elonmusk",trust
@elonmusk Like this one ya fucking loser!!! #loser https://t.co/qtz8NkeuYF,mockery
@elonmusk He will be of far more use at Twitter than the lot you just sacked.,trust
@DailyCaller @elonmusk The truth will set you free,trust
@BrajBliss @elonmusk finally u agreed !,trust
@elonmusk @WallStreetSilv Put No as the first option watch the poll flip entirely,irrelevant
"@Esqueer_ @elonmusk 

Elon Musk dethroned as the Richest Man in the World

Musk is very quickly moving down the list

https://t.co/YXxzbp7o44",mockery
"@WallStreetSilv @elonmusk I voted but never like polls I vote on, I don’t think most people see a reason to? As you’ve already engaged with the post by voting… I mean I may be the only person who thinks like that but I doubt it.",irrelevant
@lavern_spicer @elonmusk He's experiencing Load Shedding,mockery
sorta puts a fresh perspective on the whole ‘Elon Musk has a well thought-out plan to actually go to the planet Mars’ thing,mockery
"Elon musks ""Open Ai"" done a wrong sum. It is making mistakes in addition, a 2 year old kid can do that sum easily. @elonmusk @OpenAI https://t.co/bOH7kc9W5r",mockery
"@hodgetwins @elonmusk Except, we still dont have free speech on twitter. 🤔",fear
"Since @elonmusk still hasn't removed my shadow ban the hobgloblins put on me in Twitter 1.0, I started another account.

2023 is around the corner &amp; it's time to accelerate exposing the enemy &amp; the failed political theories of the fake right wing. 

https://t.co/JnoNtB3V7r",fear
"Would you like Elon Musk to become president? 

#Crypto #NFT #CryptoNFT #cryptocurrency #cryptocurrencies #Blockchain #NFTs #Meta #Metaverse #Web3 #5G #VR #AR #AI #GM #Frens #GMFrens #ElonMusk #Musk #Tesla #Twitter",irrelevant
"@elonmusk Literally yesterday you said, “Cancel culture needs to be cancelled.”",trust
@JungleTwittter @elonmusk Bill G is under China's control.,mockery
"@niceblackdude TRUMPLON ON #BSC
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
✅LP LOCKED
✅#BUSD  rewards
✅Experienced team
✅Low starting LP
✅ NO PRESALE NO PRIVATE NO TEAM TOKENS 
✅50% burned 

#trumplon $trumplon #trump #ELONMUSK 

https://t.co/3Daf36bZyd

https://t.co/PUMxPhyPSj 
#5021 https://t.co/SzseD9pDfP",irrelevant
"@CNN Of the 21 individuals who stand a chance of reaching this phenomenal milestone in their lifetime, Elon Musk is predicted to be the first.",trust
@elonmusk hey Pedo Boy you will not see this tweet because you blocked me. Do you support free speech? Tell me why you blocked me? I will bash your South African racist ass at every turn. Your family exploited the Black people in SA. You are a sack of coal.,mockery
@elonmusk @unusual_whales He was too busy pretending to be a holy man with the genocidaires in Burma to be paying attention to his company,mockery
@DankAckroyd @elonmusk On the Buses reboot looks a bit shit,mockery
"Hey @elonmusk like this tweet if you would unsuspend accounts that have been either:

Targetted, falsely suspended?",trust
@bull_bnb @elonmusk he's crazy 🤣🤣 https://t.co/PPDnMD6MBi,mockery
"@schristensen285 @elonmusk That might work if people only bought one car in their lifetime but he has destroyed brand loyalty in a large part of the US, probably in Europe judging by the Der Spiegel survey and that drop in cache from rebranding as the MagaMobile will only spread from there.",fear
"Elon Musk, the free speech hypocrite.",mockery
"@Jim_Jordan @elonmusk Start with members of the Senate &amp; House, and I'd be all for it.",trust
"@EdKrassen More likely Elon became Independent and went after woke crowd when they corrupted his son and destroyed his family relations.

https://t.co/lljqfQfD8J",fear
How is it that Jack Smith isn't constantly trending when people are constantly tweeting about him and the investigation?  I look it up regularly in order to see - it's almost as if @elonmusk is doing exactly what he whines about.  Suppressing/Shadow banning trends.,fear
"@ChefGruel @elonmusk I've found that by acting like an unhinged narcisist, I can shut down all discourse and find equally fanatic opinions that reflect my own shallow viewpoints!",mockery
@elonmusk O don't know all history.,irrelevant
@StationCDRKelly @elonmusk What a black cloud you bring to the Navy. Sad,mockery
"@elonmusk They say America is a free nation, yea right government is the biggest gang in the world @elonmusk is bring back free speech #escapethematrix government takes all our money, tyrant police, they want to control every bit of our lives, &amp; etc.",trust
MaInstream ‘corporate’ media and their DNC handlers are furious that  @elonmusk Twitter has suddenly become the most trusted news source...,trust
@WallStreetSilv @elonmusk Didnt see this is the Disney Doc,irrelevant
@elonmusk @unknownvolume should i try this? https://t.co/YoY2ABZYy2,irrelevant
@RealSaavedra @elonmusk Not afraid while they are sinning in darkness. Afraid once light and truth are shone upon their actions.,trust
@ahopeross I will forever refer to @elonmusk the muskrat as Pontius Pilate😁,mockery
"@elonmusk I love my vape, I’m a Nikotinian, keeps my alive on this planet",irrelevant
@piersmorgan @elonmusk Yet you’re still here.,mockery
@elonmusk This is SO embarrassing for you.,mockery
@elonmusk How the hell does free lunch for the staff cost $400 each?,mockery
@SenRonJohnson @elonmusk Traitor says what? https://t.co/pLECLvcYoi,mockery
"Not all billionaires are bad, but far too many are @elonmusk https://t.co/CQb5rsTA2V",mockery
@elonmusk @CathieDWood Absolutely or Absolutely than expected?,irrelevant
@elonmusk @jack Awesome thank you!,trust
@elonmusk how come when I searched for a @Breaking911 tweet and typed in EXACT account name it didn’t even show up in people. Had to find someone’s reply to their tweet to click to follow? Shadow banning still a thing? https://t.co/SUYIiUpCba,fear
"@elonmusk Doxxing has one purpose. To try to bring enough animosity to a public figure to scare them. And that certainly increases the risk of altercation or worse. Even if it’s not illegal, this seems like a valuable step to encourage civil discourse rather than physical harm. 7 days.",fear
"@elonmusk @jasondebolt Pay free speam free porn,free fake,profiles 👏🏾👏🏾👏🏾",mockery
@elonmusk Like you give a shit you fucking commie!!,mockery
"@elonmusk @MuskUniversity I´m doing the philosophy you are requesting, since long time a go, whit hope in a new better humanity",trust
"@elonmusk @ZacksJerryRig Trump won, Elon.
See the Dem/Rino machinery arrayed against him? 7 years and still not stopping. 
Most massive smear campaign ever.
Why? Because he would eventually crush their criminal political operations.
You are draining Twitter's swamp, &amp; Trump will vontinue to drain DC.",trust
Bots… looks like @elonmusk didn’t catch them all 🤣 https://t.co/WgWwxXd0T8,mockery
@EdKrassen @elonmusk The entire thread is trashy as hell.,mockery
@elonmusk @stillgray The TRUTH and FREE speech Elon!,trust
"@elonmusk Well Jack, it could be an overload of info for those still in denial or not 'awake.'  I don't want this to affect them in negative psychological manner. Perhaps it needs to happen this way?",trust
"@chaser @elonmusk 
You said you were a machine and nothing gets you high https://t.co/o6zcaPiMsH",mockery
@laurenboebert @elonmusk Surprised the lady who married the dick taker outer doesn't know how words work.,mockery
"@lavern_spicer @elonmusk Exactly.  Globalists.  The best way to rebuild a country is to bring it to it's knees, bankrupt it and rebuild from the ground up.  Sovereignty has to go.  And if you can get another country to bomb your cities, even better.  Free demolition.",fear
"#Veille ""Elon Musk says Twitter will only let paying Blue subscribers vote in policy-related polls after users voted to oust him as CEO"" via Silicon Alley Insider https://t.co/7lRGNutApI",fear
@CollinRugg I trust a pet rock more than I trust Elon Musk.,mockery
@elonmusk @WholeMarsBlog Rates are still going up so next year is not going to be easy.,fear
"@MikeSha09169965 I can see chips happening when people are so stupid that they fail to learn from history and cancel knowledge, culture, and everything else civilized, but I don't think Elon Musk is who you should worry about.",trust
@DenisDaly @elonmusk We love liars !!  PPL lie all the time.. aren’t you trained yet to get over it? Go watch tv :),mockery
